vehicle_type,fault_code,vehicle_age_months,mileage_km,prior_services,technician_notes,replaced_part,root_cause
ICE,P0563,25,44506,5,Bike came in with warning light on dash. voltage regulator fault suspected after inspection.,Voltage regulator,Voltage regulator fault
Scooter,P0442,14,47673,6,Bike came in with power loss on acceleration. evap system leak suspected after inspection.,EVAP hose/canister,EVAP system leak
Scooter,P0135,59,33595,4,Bike came in with unusual noise. o2 sensor heater fault suspected after inspection.,O2 sensor,O2 sensor heater fault
Scooter,P0304,43,26153,2,"Customer reported rough idling. Checked fuel injector, found issue consistent with fuel injector clog.",Fuel injector,Fuel injector clog
EV,EV0101,20,36460,5,"Customer reported power loss on acceleration. Checked bms unit, found issue consistent with bms communication fault.",BMS unit,BMS communication fault
ICE,P0562,55,49382,5,Routine service flagged battery draining fast. Root cause traced to alternator fault.,Alternator,Alternator fault
ICE,P0562,43,31238,4,Routine service flagged power loss on acceleration. Root cause traced to alternator fault.,Alternator,Alternator fault
ICE,P0191,31,28729,2,"Customer reported unusual noise. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0130,7,27686,3,Routine service flagged power loss on acceleration. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0715,1,19214,2,Bike came in with power loss on acceleration. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
Scooter,P0191,28,38160,4,"No prior complaints, code triggered during diagnostic scan. fuel pressure sensor fault confirmed on teardown.",Fuel pressure sensor,Fuel pressure sensor fault
ICE,P0135,35,29367,4,Routine service flagged reduced range. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
ICE,P0480,43,22241,2,"Customer reported unusual noise. Checked cooling fan, found issue consistent with cooling fan fault.",Cooling fan,Cooling fan fault
Scooter,P0130,35,52853,6,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0730,29,18420,1,Routine service flagged rough idling. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
EV,EV0101,33,21400,3,"Customer reported slow charging. Checked battery module, found issue consistent with battery cell imbalance.",Battery module,Battery cell imbalance
Scooter,P0115,4,10317,0,"No prior complaints, code triggered during diagnostic scan. coolant temp sensor fault confirmed on teardown.",Coolant temp sensor,Coolant temp sensor fault
ICE,P0455,17,15068,1,Bike came in with warning light on dash. evap purge valve fault suspected after inspection.,EVAP purge valve,EVAP purge valve fault
Scooter,P0088,39,22125,1,Bike came in with battery draining fast. fuel pressure sensor fault suspected after inspection.,Fuel pressure sensor,Fuel pressure sensor fault
Scooter,P0172,25,2609,0,"Customer reported rough idling. Checked maf sensor, found issue consistent with maf sensor dirty.",MAF sensor,MAF sensor dirty
ICE,P0700,14,22134,2,Routine service flagged slow charging. Root cause traced to gear sensor fault.,Gear sensor,Gear sensor fault
ICE,P0507,58,20138,3,Bike came in with slow charging. throttle body dirty suspected after inspection.,Throttle body,Throttle body dirty
Scooter,P0455,29,18601,2,"Customer reported power loss on acceleration. Checked evap hose/canister, found issue consistent with evap system leak.",EVAP hose/canister,EVAP system leak
Scooter,P0171,6,12706,0,Routine service flagged rough idling. Root cause traced to vacuum leak.,Vacuum hose,Vacuum leak
Scooter,P0087,45,21013,2,"No prior complaints, code triggered during diagnostic scan. fuel pump weak confirmed on teardown.",Fuel pump,Fuel pump weak
ICE,P0480,41,37398,5,Routine service flagged rough idling. Root cause traced to cooling fan fault.,Cooling fan,Cooling fan fault
ICE,P0335,14,14700,1,"No prior complaints, code triggered during diagnostic scan. crank position sensor fault confirmed on teardown.",Crank position sensor,Crank position sensor fault
EV,EV0501,1,7080,0,Routine service flagged power loss on acceleration. Root cause traced to dc-dc converter fault.,DC-DC converter,DC-DC converter fault
ICE,P0300,11,38912,4,"No prior complaints, code triggered during diagnostic scan. fuel injector clog confirmed on teardown.",Fuel injector,Fuel injector clog
ICE,P0700,7,57907,6,Routine service flagged battery draining fast. Root cause traced to transmission control fault.,TCU,Transmission control fault
Scooter,P0420,7,36019,3,"Customer reported slow charging. Checked exhaust gasket, found issue consistent with exhaust leak.",Exhaust gasket,Exhaust leak
EV,EV0205,39,19846,3,"Customer reported reduced range. Checked motor phase wiring, found issue consistent with motor phase wiring fault.",Motor phase wiring,Motor phase wiring fault
Scooter,P0455,3,57980,7,"Customer reported power loss on acceleration. Checked evap hose/canister, found issue consistent with evap system leak.",EVAP hose/canister,EVAP system leak
Scooter,P0730,54,38274,4,"Customer reported unusual noise. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0507,5,32155,3,Routine service flagged unusual noise. Root cause traced to throttle body dirty.,Throttle body,Throttle body dirty
ICE,P0110,46,11178,2,Routine service flagged rough idling. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
EV,B1318,7,39832,4,Bike came in with reduced range. 12v battery weak suspected after inspection.,12V battery,12V battery weak
ICE,P0105,49,13260,1,Bike came in with reduced range. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
Scooter,P0302,3,44128,4,Bike came in with slow charging. ignition coil fault suspected after inspection.,Ignition coil,Ignition coil fault
EV,EV0311,60,31379,3,Routine service flagged slow charging. Root cause traced to main contactor fault.,Main contactor,Main contactor fault
Scooter,P0110,17,35948,3,"Customer reported rough idling. Checked iat sensor, found issue consistent with iat sensor fault.",IAT sensor,IAT sensor fault
EV,EV0412,58,27665,4,"Customer reported power loss on acceleration. Checked hv wiring/insulation, found issue consistent with hv isolation fault.",HV wiring/insulation,HV isolation fault
ICE,P0141,25,39291,4,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
EV,B1318,6,11511,0,"No prior complaints, code triggered during diagnostic scan. 12v battery weak confirmed on teardown.",12V battery,12V battery weak
EV,EV0205,35,5865,0,Bike came in with battery draining fast. motor phase wiring fault suspected after inspection.,Motor phase wiring,Motor phase wiring fault
EV,EV0310,56,45034,6,Bike came in with reduced range. charging cable fault suspected after inspection.,Charging cable,Charging cable fault
ICE,P0303,21,23907,3,"No prior complaints, code triggered during diagnostic scan. ignition coil fault confirmed on teardown.",Ignition coil,Ignition coil fault
EV,P0A80,4,28627,2,Routine service flagged battery draining fast. Root cause traced to battery pack degraded.,Battery pack,Battery pack degraded
EV,EV0310,39,28711,4,"Customer reported battery draining fast. Checked onboard charger, found issue consistent with onboard charger fault.",Onboard charger,Onboard charger fault
Scooter,P0301,41,7560,1,"Customer reported warning light on dash. Checked fuel injector, found issue consistent with fuel injector clog.",Fuel injector,Fuel injector clog
ICE,P0420,23,11200,0,"Customer reported battery draining fast. Checked catalytic converter, found issue consistent with catalytic converter worn.",Catalytic converter,Catalytic converter worn
Scooter,P0135,1,34504,3,Routine service flagged battery draining fast. Root cause traced to o2 sensor heater fault.,O2 sensor,O2 sensor heater fault
ICE,P0172,17,17218,3,"No prior complaints, code triggered during diagnostic scan. fuel pressure regulator fault confirmed on teardown.",Fuel pressure regulator,Fuel pressure regulator fault
ICE,P0302,45,40554,5,Routine service flagged rough idling. Root cause traced to ignition coil fault.,Ignition coil,Ignition coil fault
Scooter,P0715,18,28343,4,Routine service flagged unusual noise. Root cause traced to input speed sensor fault.,Input speed sensor,Input speed sensor fault
ICE,P0420,53,26972,2,Routine service flagged battery draining fast. Root cause traced to catalytic converter worn.,Catalytic converter,Catalytic converter worn
ICE,P0480,27,54743,5,"No prior complaints, code triggered during diagnostic scan. cooling fan fault confirmed on teardown.",Cooling fan,Cooling fan fault
Scooter,P0340,28,39436,5,Routine service flagged unusual noise. Root cause traced to cam position sensor fault.,Cam position sensor,Cam position sensor fault
EV,EV0205,32,17401,1,Routine service flagged rough idling. Root cause traced to motor phase wiring fault.,Motor phase wiring,Motor phase wiring fault
ICE,P0325,43,41044,6,Routine service flagged slow charging. Root cause traced to knock sensor fault.,Knock sensor,Knock sensor fault
EV,EV0205,59,28751,2,Bike came in with power loss on acceleration. motor phase wiring fault suspected after inspection.,Motor phase wiring,Motor phase wiring fault
EV,EV0204,30,27123,3,Routine service flagged reduced range. Root cause traced to cooling fan fault.,Cooling fan,Cooling fan fault
ICE,P0302,26,56643,7,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
Scooter,P0620,44,47174,5,Routine service flagged unusual noise. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
ICE,P0300,51,45482,5,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
ICE,P0171,49,26074,3,"No prior complaints, code triggered during diagnostic scan. vacuum leak confirmed on teardown.",Vacuum hose,Vacuum leak
ICE,P0300,20,39609,5,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
EV,EV0101,31,43128,4,Routine service flagged slow charging. Root cause traced to battery cell imbalance.,Battery module,Battery cell imbalance
Scooter,P0115,48,32682,5,Bike came in with rough idling. coolant temp sensor fault suspected after inspection.,Coolant temp sensor,Coolant temp sensor fault
Scooter,P0440,9,14018,0,Bike came in with warning light on dash. evap purge valve fault suspected after inspection.,EVAP purge valve,EVAP purge valve fault
Scooter,P0110,12,13808,1,"No prior complaints, code triggered during diagnostic scan. iat sensor fault confirmed on teardown.",IAT sensor,IAT sensor fault
ICE,P0302,34,21538,3,Routine service flagged unusual noise. Root cause traced to ignition coil fault.,Ignition coil,Ignition coil fault
ICE,P0442,29,12280,0,"Customer reported warning light on dash. Checked evap hose/canister, found issue consistent with evap system leak.",EVAP hose/canister,EVAP system leak
ICE,P0110,41,24091,4,Routine service flagged reduced range. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
ICE,P0171,47,8300,2,"No prior complaints, code triggered during diagnostic scan. fuel pump weak confirmed on teardown.",Fuel pump,Fuel pump weak
ICE,P0340,19,44008,4,Bike came in with power loss on acceleration. cam position sensor fault suspected after inspection.,Cam position sensor,Cam position sensor fault
